municipality_code,municipality,latitude,longitude,area_km2,population_2022,density_2022,estimated_population_2022,enrollments_total,hospitals,beds,schools_total,gdp_per_capita_brl,install_cost_brl,demand_weight,immediate_region_code,immediate_region,intermediate_region_code,intermediate_region
5218904,Rubiataba,-15.18055354012449,-49.87635368896503,750.66,19788.0,26.36,19803.0,3782.0,2.0,80.0,23.0,36175.78,1821352.64,0.0028042250437363024,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5219001,Sanclerlândia,-16.28512808291143,-50.37529207304971,509.4,7918.0,15.54,8300.0,1505.0,1.0,17.0,5.0,33800.6,1577793.32,0.0011220868150547828,520013,São Luís de Montes Belos,5204,São Luís de Montes Belos - Iporá
5219100,Santa Bárbara de Goiás,-16.596693420707627,-49.67864985032219,140.96,6149.0,43.62,6182.0,1186.0,1.0,15.0,4.0,28861.7,1383303.6,0.0008713957850179161,520015,Palmeiras de Goiás,5204,São Luís de Montes Belos - Iporá
5219209,Santa Cruz de Goiás,-17.359847043143006,-48.593682795334395,1109.01,3002.0,2.71,3107.0,458.0,1.0,16.0,4.0,103159.64,1550990.36,0.0004254236699664635,520006,Pires do Rio,5201,Goiânia
5219258,Santa Fé de Goiás,-15.667400173720393,-51.171529880803554,1164.19,4951.0,4.25,4985.0,963.0,1.0,17.0,4.0,67562.29,1623241.06,0.0007016231145915926,520005,Goiás - Itapuranga,5201,Goiânia
5219308,Santa Helena de Goiás,-17.801832337178787,-50.57912401534418,1142.34,38492.0,33.7,37193.0,7641.0,4.0,176.0,25.0,59573.58,2055607.36,0.005454832746285514,520010,Rio Verde,5203,Rio Verde
5219357,Santa Isabel,-15.251384051481809,-49.388928214952756,812.76,3538.0,4.35,3510.0,580.0,0.0,0.0,5.0,44797.15,1475156.18,0.0005013820600737335,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5219407,Santa Rita do Araguaia,-17.2445088670107,-53.06901191704603,1357.2,5924.0,4.36,7239.0,1247.0,0.0,0.0,5.0,26424.78,1585425.7,0.0008395102667825882,520011,Jataí-Mineiros,5203,Rio Verde
5219456,Santa Rita do Novo Destino,-14.876683187090219,-49.0551733198756,970.45,2689.0,2.77,2948.0,440.0,0.0,0.0,5.0,63080.73,1466041.43,0.00038106737126576294,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5219506,Santa Rosa de Goiás,-16.061406388504004,-49.48149307504437,166.44,2820.0,16.94,2810.0,487.0,1.0,16.0,2.0,26067.62,1219661.5,0.00039963182854944277,520002,Anápolis,5201,Goiânia
5219605,Santa Tereza de Goiás,-13.571992451564665,-48.98181927537019,789.54,3293.0,4.17,3322.0,631.0,1.0,17.0,5.0,32868.75,1426476.38,0.0004666622735508209,520016,Porangatu,5205,Porangatu - Uruaçu
5219704,Santa Terezinha de Goiás,-14.322057207381686,-49.672766646750524,1206.6,10645.0,8.82,10370.0,1947.0,1.0,38.0,11.0,20843.39,1678443.88,0.0015085392960669567,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5219712,Santo Antônio da Barra,-17.525368498191565,-50.63085338604987,450.34,4267.0,9.48,4287.0,941.0,0.0,0.0,4.0,81406.11,1517179.73,0.0006046911391561958,520010,Rio Verde,5203,Rio Verde
5219738,Santo Antônio de Goiás,-16.476722440914017,-49.29307475465219,135.02,7386.0,54.7,7448.0,1549.0,1.0,19.0,4.0,21669.44,1391059.49,0.00104669527860503,520001,Goiânia,5201,Goiânia
5219753,Santo Antônio do Descoberto,-16.08611529431837,-48.28215006788794,943.95,72127.0,76.41,68654.0,15220.0,3.0,112.0,42.0,12926.31,2024568.25,0.010221363438931085,520019,Luziânia,5206,Luziânia - Águas Lindas de Goiás
5220454,Senador Canedo,-16.704550245524032,-49.10728498534591,247.01,155635.0,630.09,153522.0,31689.0,3.0,63.0,67.0,37840.26,2167340.11,0.022055567246912242,520001,Goiânia,5201,Goiânia
5220504,Serranópolis,-18.2247789001239,-52.21203293192059,5521.77,8027.0,1.45,8295.0,1581.0,1.0,21.0,7.0,100409.04,1917940.97,0.0011375335772221195,520011,Jataí-Mineiros,5203,Rio Verde
5220603,Silvânia,-16.60710519319093,-48.55746400518797,2349.92,22245.0,9.47,22230.0,4195.0,1.0,40.0,16.0,69661.99,2021366.39,0.0031524149028660828,520002,Anápolis,5201,Goiânia
5220686,Simolândia,-14.432943986032969,-46.58290545225333,346.81,5742.0,16.56,5715.0,1345.0,1.0,20.0,7.0,40607.35,1488599.14,0.0008137184253655675,520021,Posse-Campos Belos,5206,Luziânia - Águas Lindas de Goiás
5219803,São Domingos,-13.533919271966997,-46.483765542348905,3336.0,9711.0,2.91,9710.0,2057.0,1.0,22.0,13.0,20914.62,1757286.81,0.0013761789670367513,520021,Posse-Campos Belos,5206,Luziânia - Águas Lindas de Goiás
5219902,São Francisco de Goiás,-15.951461813157417,-49.254674495195616,416.54,6378.0,15.31,6379.0,1238.0,1.0,11.0,3.0,22348.64,1470822.94,0.0009038481569107609,520002,Anápolis,5201,Goiânia
5220009,São João d'Aliança,-14.485840699486996,-47.422890368760854,3334.46,14041.0,4.21,11275.0,2770.0,1.0,26.0,12.0,60485.5,1941283.49,0.001989798051298839,520022,Flores de Goiás,5206,Luziânia - Águas Lindas de Goiás
5220058,São João da Paraúna,-16.81876669690458,-50.37293062760747,286.98,1774.0,6.18,1898.0,329.0,0.0,0.0,2.0,83361.96,1284930.61,0.0002513995971087629,520015,Palmeiras de Goiás,5204,São Luís de Montes Belos - Iporá
5220157,São Luiz do Norte,-14.916211222247396,-49.275562463061924,583.83,4837.0,8.28,4947.0,984.0,1.0,24.0,4.0,41974.53,1504858.55,0.0006854677853523598,520017,Uruaçu - Niquelândia,5205,Porangatu - Uruaçu
5220108,São Luís de Montes Belos,-16.45552073919693,-50.37570759137496,829.62,33852.0,40.8,33279.0,6588.0,3.0,101.0,34.0,56712.55,1991864.97,0.004797282503565863,520013,São Luís de Montes Belos,5204,São Luís de Montes Belos - Iporá
5220207,São Miguel do Araguaia,-13.144903436577584,-50.24938975384953,6150.18,21900.0,3.56,22738.0,4685.0,3.0,99.0,20.0,34406.68,2042246.77,0.0031035237749052467,520016,Porangatu,5205,Porangatu - Uruaçu
5220264,São Miguel do Passa Quatro,-16.989561493163023,-48.66770512315175,537.35,4464.0,8.31,4234.0,877.0,1.0,11.0,5.0,85030.94,1548345.4,0.0006326086817889051,520002,Anápolis,5201,Goiânia
5220280,São Patrício,-15.366526629297477,-49.82702799937691,172.76,2143.0,12.4,2138.0,362.0,0.0,0.0,3.0,28216.09,1171241.34,0.00030369184701470065,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5220405,São Simão,-19.01060544641375,-50.590443063045406,415.02,17020.0,41.01,17619.0,3376.0,1.0,50.0,11.0,83851.92,1813362.71,0.00241196231273458,520012,Quirinópolis,5203,Rio Verde
5220702,Sítio d'Abadia,-14.752807558786857,-46.26945506961181,1611.85,2927.0,1.82,2939.0,568.0,0.0,0.0,6.0,36277.31,1479572.97,0.0004147951638880209,520021,Posse-Campos Belos,5206,Luziânia - Águas Lindas de Goiás
5221007,Taquaral de Goiás,-16.045535088414507,-49.593868707656924,205.67,4026.0,19.58,4038.0,676.0,2.0,46.0,3.0,24157.01,1310119.89,0.0005705382062908002,520003,Inhumas - Itaberaí - Anicuns,5201,Goiânia
5221080,Teresina de Goiás,-13.680463310687067,-47.23763100688822,784.79,2701.0,3.44,2695.0,733.0,0.0,0.0,5.0,15544.34,1309589.25,0.0003827679322383138,520022,Flores de Goiás,5206,Luziânia - Águas Lindas de Goiás
5221197,Terezópolis de Goiás,-16.44233201481737,-49.073074612306804,107.41,7944.0,73.96,7842.0,1413.0,0.0,0.0,7.0,30160.42,1417234.06,0.001125771363828643,520001,Goiânia,5201,Goiânia
5221403,Trindade,-16.64018134540358,-49.54476412107269,712.69,142431.0,199.85,149167.0,30660.0,5.0,542.0,78.0,21640.65,2195866.75,0.020184383323448823,520001,Goiânia,5201,Goiânia
5221452,Trombas,-13.420712080894859,-48.75351897816361,802.91,3120.0,3.89,3123.0,592.0,1.0,15.0,3.0,23273.46,1382624.33,0.00044214585286321323,520016,Porangatu,5205,Porangatu - Uruaçu
5221304,Três Ranchos,-18.34358580470786,-47.78092588118689,284.03,2921.0,10.28,2906.0,497.0,0.0,12.0,3.0,24559.88,1273051.65,0.0004139448834017455,520004,Catalão,5201,Goiânia
5221551,Turvelândia,-17.754567564954236,-50.31279964987257,935.66,4985.0,5.33,4847.0,1184.0,1.0,19.0,5.0,167306.58,1692178.94,0.0007064413706804866,520010,Rio Verde,5203,Rio Verde
5221502,Turvânia,-16.577350712712317,-50.13231443181772,482.32,4480.0,9.29,4462.0,794.0,1.0,17.0,3.0,83245.85,1536601.33,0.0006348760964189729,520015,Palmeiras de Goiás,5204,São Luís de Montes Belos - Iporá
5221577,Uirapuru,-14.149187816648906,-49.966279253861785,1154.31,2798.0,2.42,3874.0,577.0,0.0,0.0,6.0,20145.59,1379955.75,0.0003965141334330996,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5221700,Uruana,-15.577783107028774,-49.642234910052615,522.9,13729.0,26.26,13681.0,2891.0,1.0,47.0,12.0,25647.61,1673173.14,0.0019455834660125175,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5221601,Uruaçu,-14.418578294404053,-49.08941041488514,2142.48,42546.0,19.86,43728.0,9123.0,4.0,439.0,35.0,34203.46,2084094.96,0.006029338928178933,520017,Uruaçu - Niquelândia,5205,Porangatu - Uruaçu
5221809,Urutaí,-17.435657435195633,-48.19629089083281,623.82,3553.0,5.7,3119.0,996.0,0.0,0.0,4.0,52931.39,1466777.16,0.0005035077612894221,520006,Pires do Rio,5201,Goiânia
5221858,Valparaíso de Goiás,-16.084663171210725,-47.98851633945562,61.49,198861.0,3234.14,196967.0,40167.0,3.0,73.0,92.0,16643.8,2006864.6,0.028181271296869054,520019,Luziânia,5206,Luziânia - Águas Lindas de Goiás
5221908,Varjão,-17.078070134087934,-49.61119523266964,517.4,3716.0,7.18,3720.0,669.0,0.0,0.0,3.0,31627.15,1408126.14,0.0005266070478332373,520001,Goiânia,5201,Goiânia
5222005,Vianópolis,-16.81281016005052,-48.440772190511254,954.12,14956.0,15.68,14046.0,2844.0,1.0,40.0,12.0,68394.7,1845848.63,0.0021194658254558387,520002,Anápolis,5201,Goiânia
5222054,Vicentinópolis,-17.723636519714578,-49.87269216394853,733.79,8768.0,11.95,8776.0,1811.0,1.0,16.0,5.0,82092.53,1722013.12,0.0012425432172771327,520009,Piracanjuba,5202,Itumbiara
5222203,Vila Boa,-14.993116338511662,-47.062372610131234,1052.59,4215.0,4.0,3686.0,1221.0,1.0,13.0,7.0,52849.43,1554451.52,0.0005973220416084756,520022,Flores de Goiás,5206,Luziânia - Águas Lindas de Goiás
5222302,Vila Propício,-15.269676620073716,-48.81353823294587,2181.59,5815.0,2.67,5646.0,1290.0,0.0,0.0,7.0,81032.94,1736844.61,0.0008240635046152516,520018,Ceres - Rialma - Goianésia,5205,Porangatu - Uruaçu
5200175,Água Fria de Goiás,-14.906503709427078,-47.79514213098068,2023.64,4954.0,2.45,5546.0,1099.0,0.0,5.0,5.0,111149.84,1725560.91,0.0007020482548347303,520022,Flores de Goiás,5206,Luziânia - Águas Lindas de Goiás
5200209,Água Limpa,-18.07984981848489,-48.79110685717995,458.84,1858.0,4.05,1853.0,384.0,0.0,0.0,3.0,35797.09,1257750.73,0.00026330352391661864,520008,Caldas Novas-Morrinhos,5202,Itumbiara
5200258,Águas Lindas de Goiás,-15.755753702244261,-48.28572973321908,191.82,225693.0,1176.61,208892.0,50367.0,1.0,52.0,99.0,13472.69,2122961.97,0.03198372563149269,520020,Águas Lindas de Goiás,5206,Luziânia - Águas Lindas de Goiás
